% Device,CC1744004
% File name,CC1744004_20220812_221011
% Cast time (UTC),2022-08-12 22:10:11
% Cast time (local),2022-08-12 17:10:11
% Sample type,Cast
% Cast data,Processed
% Location source,GPS
% Default latitude,32
% Default altitude,0
% Start latitude,52.2549946
% Start longitude,-79.553362
% Start altitude,-47.986000061035156
% Start GPS horizontal error(Meter),6.36899995803833
% Start GPS vertical error(Meter),6.99399995803833
% Start GPS number of satellites,8
% End latitude,52.25537
% End longitude,-79.5534476
% End altitude,-44.8390007019043
% End GPS horizontal error(Meter),26.517999649047852
% End GPS vertical error(Meter),26.277000427246094
% End GPS number of satellites,8
% Cast duration (Seconds),69.6
% Samples per second,5
% Electronics calibration date,0001-01-01
% Conductivity calibration date,2020-03-06
% Temperature calibration date,2020-03-05
% Pressure calibration date,2020-02-28
% 
Pressure (Decibar),Depth (Meter),Temperature (Celsius),Conductivity (MicroSiemens per Centimeter),Specific conductance (MicroSiemens per Centimeter),Salinity (Practical Salinity Scale),Sound velocity (Meters per Second),Density (Kilograms per Cubic Meter)
4.6499999999999995,4.6639259224860652,9.6542005150632288,23721.066335397478,34225.383911376892,20.94587097553703,1471.5640824823254,1016.0736623151056
4.9499999999999993,4.96481891757084,9.6559390041559272,23733.607676085325,34241.761092145272,20.956903720436287,1471.5889090538817,1016.0833991190362
5.2499999999999991,5.2657103660974114,9.6483773978842251,23727.398824858476,34240.274158274682,20.955203543478671,1471.5631891538264,1016.0844934027342
5.55,5.5666009978774458,9.6458295664111251,23730.041273829131,34246.605682138477,20.959152472236536,1471.5632447160126,1016.0893013233501
5.85,5.867491389572085,9.643145478557333,23722.472561866805,34238.335223558192,20.953299324463369,1471.5508952620232,1016.0865009218833
6.1499999999999995,6.1683814697777075,9.6406583781054156,23725.802734578119,34245.600178277768,20.957878779848144,1471.5519438743565,1016.0917911141304
6.4499999999999993,6.4692703061557237,9.6373119352503718,23726.079101728363,34249.307720646684,20.960003011395067,1471.546768990919,1016.0952876376605
6.7499999999999991,6.7701592926310292,9.6373371432452064,23718.87056248336,34238.877059735074,20.952921664560062,1471.5431573138656,1016.0911633930816
7.0499999999999989,7.0710489394555323,9.64202350653241,23720.846474517239,34237.097134415693,20.95201925875973,1471.5646408988837,1016.0912137066161
7.35,7.371937257019388,9.6493601163532734,23737.198018430405,34253.443553820907,20.963485852569779,1471.6111308034335,1016.1005272012956
7.6499999999999995,7.6728231181137412,9.652877041828992,23748.375437579718,34266.094859762146,20.972165217031208,1471.6398172908553,1016.1081907712689
7.9499999999999993,7.9737073619650491,9.658006668090632,23755.478515624261,34271.270623154087,20.975962834719471,1471.6686671419877,1016.1118362548673
8.25,8.2745907315981473,9.6605008946014976,23759.191895877932,34274.16119594872,20.978014029611508,1471.6854515089676,1016.1144814188285
8.5499999999999989,8.5754736960147664,9.663859615581913,23760.702474979818,34273.019130707289,20.977430989149298,1471.702302339158,1016.1149591950144
8.85,8.8763567010242834,9.6674723350681369,23761.290843595067,34270.296106300135,20.975808218446446,1471.7188495704136,1016.1145932732245
9.1499999999999986,9.1772391222925886,9.6666926979648835,23765.166464892762,34276.656662849033,20.979920842916069,1471.7257800038321,1016.1192879555906
9.45,9.47812059074308,9.6682348251342756,23767.447265624993,34278.421421666564,20.981139747059665,1471.7379608444635,1016.1214148777548
9.75,9.77900118511128,9.66804222328176,23771.075805216675,34283.845121852471,20.98467177935516,1471.746402102279,1016.1255778125361
10.049999999999999,10.079880991688183,9.67363452911377,23775.75390625,34285.061588058576,20.985851572841213,1471.7738147251998,1016.1271219162909
10.35,10.380760355478875,9.6773059705281348,23779.312166095409,34286.562206281516,20.987066006204582,1471.7940211216073,1016.1289545875923
10.649999999999999,10.681637979260342,9.67775811013302,23791.612156090549,34303.849863262236,20.998607815757147,1471.8146080629385,1016.1392607657208
10.95,10.982512799123814,9.6791374751431629,23802.927907049932,34318.800350947407,21.008657886329011,1471.8368831124269,1016.1482797642838
11.25,11.283386420686581,9.6803041927931,23801.37333383015,34315.404503828293,21.006384998161536,1471.8434116094124,1016.147740831735
11.549999999999999,11.584260857043693,9.686729348301597,23798.570141698354,34305.0074031607,20.999842507464184,1471.8645931609535,1016.143162169633
11.85,11.885135214856145,9.6884560585021973,23805.4765625,34313.25470691458,21.005424677788522,1471.8827581940977,1016.1486574084818
12.149999999999999,12.186008254381674,9.68460855425911,23805.752479837611,34317.458769351419,21.00784282579734,1471.8760664469273,1016.1524527670277
12.45,12.486878852602308,9.68335725753369,23820.407024012242,34339.823055679153,21.022653141518116,1471.8941927154399,1016.1655339012995
12.75,12.787746762826428,9.6850471496582031,23827.240234375,34348.000352379226,21.028186054179653,1471.9121597849155,1016.1709957684583
13.049999999999999,13.088613433209916,9.68256861666911,23827.928167838676,34351.446732792618,21.030206802028552,1471.9101486105847,1016.1742949900608
13.35,13.38947969446931,9.6815607194228921,23825.186004861956,34348.491692184747,21.028052740470141,1471.9086201467471,1016.1741454309453
13.649999999999999,13.690344314452007,9.6850590378728789,23841.627252241276,34368.728082902242,21.041822699312302,1471.9433963024057,1016.1857679780236
13.95,13.991206124261735,9.6825730728925326,23848.21910565599,34380.694672702157,21.04955883239413,1471.94828884676,1016.19351453871
14.249999999999998,14.292066057742769,9.6761684548541957,23848.500722903133,34387.450784754546,21.053480239857908,1471.9337764564489,1016.1988290651732
14.549999999999999,14.59292449989425,9.6750920573895769,23852.741314038478,34394.633004233423,21.058121110256703,1471.9402303046606,1016.2039749949347
14.85,14.893781722264187,9.6672207155564163,23849.432823551186,34397.670668836021,21.059427523934342,1471.9170097236101,1016.2074551989176
15.149999999999999,15.194637095562719,9.6622509956359863,23856.26171875,34412.453077201375,21.068849369146889,1471.9145748418405,1016.2168524001921
15.45,15.495488298013047,9.6543762945624856,23873.776792053985,34445.54388907,21.090317126963829,1471.9157905065626,1016.2360179371214
15.749999999999998,15.796331155473977,9.6453931678291056,23914.873825305349,34513.786161203294,21.13528231397331,1471.9413285145827,1016.273616678941
16.05,16.097167092291709,9.6445889795708837,23925.157293628574,34529.428690490007,21.145623584698313,1471.9557251717929,1016.2831607409524
16.35,16.39800040249024,9.6429128081148683,23933.48557668901,34543.11955414262,21.154583736138594,1471.9651560169637,1016.2917493298907
16.650000000000002,16.698826681951964,9.630788305075594,23974.321353606749,34614.172138398884,21.201185176723069,1471.9808275387074,1016.3310518065887
16.95,16.999647423352798,9.6221434170420537,23963.777109561757,34607.587434586836,21.195960725642308,1471.9467420304095,1016.3295549988221
17.25,17.300463248028226,9.6245756149292,24010.4892578125,34672.611622508688,21.239722173250815,1472.0139122984253,1016.3646616840239
17.55,17.601267981263113,9.6218257017726181,24059.891772317151,34746.711481314655,21.28915889679622,1472.0684110047823,1016.404892115676
17.85,17.902065632089897,9.6241598912679169,24070.615844256557,34759.855430206524,21.29808882394958,1472.0929424274727,1016.4129095768183
18.150000000000002,18.202860642526971,9.6221955007664643,24080.849915341518,34776.607270339657,21.30908511326216,1472.1037592988157,1016.4231224534204
18.45,18.50365458924475,9.6198329271055556,24073.740732591072,34768.713042723219,21.303495871526088,1472.0929459056897,1016.420484536094
18.75,18.8044482526916,9.6173505168138433,24076.575500029183,34775.300738765451,21.307622632855644,1472.0934706955668,1016.425423011032
19.05,19.105240935225378,9.6209317918652566,24080.414525859342,34777.247866444515,21.309137128124824,1472.1137107691502,1016.4274999697867
19.35,19.406030429858873,9.6242683927911123,24107.61672284728,34813.1785043963,21.333456583986674,1472.1607010892992,1016.447354469202
19.650000000000002,19.706814056128536,9.61860554385898,24128.139156690719,34848.513938729149,21.356629513075468,1472.1723403300414,1016.4675481282212
19.95,20.007594087915368,9.6157140731811523,24130.046875,34854.180422201629,21.360103594059936,1472.1705308164,1016.4720349171954
20.25,20.308372615439762,9.6155481338500977,24136.2060546875,34863.244056339267,21.366087210404466,1472.182052762992,1016.4781015066375
20.55,20.609146502069571,9.6072996260568875,24161.938720030739,34908.731656483367,21.395866070333195,1472.1919511692195,1016.5037895793723
20.85,20.909916355247223,9.6069363175348048,24162.503451197186,34909.914055227156,21.396538666147443,1472.1962825049156,1016.5057505820523
21.150000000000002,21.210685854812173,9.6080272258986756,24162.704768468509,34909.104484271957,21.395994655533354,1472.2046258956916,1016.5065659319828
21.45,21.511455524894355,9.5934029050156937,24147.273016157331,34901.557794790147,21.389608312692197,1472.1465528492051,1016.5049841396068
21.75,21.812223811396095,9.5713116197808876,24143.002243634084,34917.683351389,21.398495429938354,1472.0787953330312,1016.516304344988
22.05,22.11298780918219,9.5326824680388427,24134.534805830019,34944.483140235832,21.4131504713396,1471.9554806915803,1016.5343601758774
22.35,22.413746126792987,9.4907150013461337,24126.947339088336,34976.003452156161,21.430673709806619,1471.8228882063636,1016.5550872650341
22.650000000000002,22.714498804496174,9.4574577328057625,24122.360583100159,35003.10552530126,21.445951315224139,1471.7204134709368,1016.5728722412737
22.95,23.01524613106595,9.387607921252485,24090.170150820857,35027.400286154349,21.456184803294597,1471.4729292541706,1016.5916486199297
23.25,23.315951857927598,8.8974722282321679,24046.199461093987,35469.015652834794,21.70880592963147,1469.9153570016104,1016.8545619685286
23.478339896804982,23.544801596275267,8.9704859684415883,24076.320572707074,35437.115316916359,21.694032217524295,1470.1810001033043,1016.8346232478554
