date_and_hour_StL,Datetime,Air Pressure_StL,Air Temperature_StL,Precipitation_StL,Relative Humidity_StL,Wind From Direction_StL,Wind Speed_StL,Wind speed of gust_StL,Air Temperature,Average 10 meter wind speed over past 1 hour,Average air temperature over past 1 hour,Mean Sea Level Pressure,Precipitation Amount over past 1 hour,Rainfall amount over past 1 hour,Relative Humidity,Station Pressure,Vector average 10 meter wind direction over past 1 hour
2023-06-18T04,2023-06-18 04:00:00,976.0999999999999,22.5235,0.0,51.187,70.898,0.5265,3.1574999999999998,17.2,11.0,17.6,0.0,0.0,0.0,0.0,976.5,128.0
2023-06-18T05,2023-06-18 05:00:00,976.075,21.269,0.0,53.83725,65.63325,0.1755,2.456,16.4,13.5,16.8,0.0,0.0,0.0,0.0,0.0,139.0
2023-06-18T06,2023-06-18 06:00:00,975.725,20.458750000000002,0.0,55.53125,71.951,0.351,2.982,17.6,12.7,16.6,0.0,0.0,0.0,0.0,975.7,145.0
2023-06-18T07,2023-06-18 07:00:00,975.325,20.06875,0.0,56.80725,66.68625,0.1755,2.80675,16.3,12.6,16.2,0.0,0.0,0.0,0.0,0.0,144.0
2023-06-18T08,2023-06-18 08:00:00,975.225,20.213,0.0,57.5895,120.737,1.4032499999999999,5.4375,17.7,14.9,16.7,0.0,0.0,0.0,0.0,0.0,149.0
2023-06-18T09,2023-06-18 09:00:00,974.875,19.935,0.0,57.9005,93.36075,0.5265,4.736000000000001,15.5,14.4,16.4,0.0,0.0,0.0,0.0,0.0,150.0
2023-06-18T10,2023-06-18 10:00:00,974.65,20.20775,0.0,58.7155,105.29425,1.05275,5.26225,15.4,13.4,15.9,0.0,0.0,0.0,0.0,975.0,149.0
2023-06-18T11,2023-06-18 11:00:00,974.675,20.01575,0.0,59.17425,127.75675,1.22775,5.96375,15.0,12.0,15.0,0.0,0.0,0.0,0.0,0.0,145.0
2023-06-18T12,2023-06-18 12:00:00,974.7,20.008499999999998,0.0,59.04075,104.94325,0.87725,3.68375,17.8,11.7,16.8,0.0,0.0,0.0,0.0,0.0,170.0
2023-06-18T13,2023-06-18 13:00:00,974.5749999999999,21.565,0.0,58.44,110.90975,1.228,4.9115,17.2,7.1,17.8,0.0,0.0,0.0,0.0,974.8,156.0
2023-06-18T14,2023-06-18 14:00:00,974.175,25.46425,0.0,52.3815,139.69025,2.6310000000000002,7.367,18.7,12.4,18.1,0.0,0.0,0.0,0.0,974.3,155.0
2023-06-18T15,2023-06-18 15:00:00,973.8,27.875500000000002,0.0,47.92575,137.2335,1.9295,6.49,20.5,10.5,19.5,0.0,0.0,0.0,0.0,974.5,163.0
2023-06-18T16,2023-06-18 16:00:00,974.0,29.1485,0.0,42.9465,184.6155,6.49025,10.69975,22.0,10.2,21.0,0.0,0.0,0.0,0.0,974.6,169.0
2023-06-18T17,2023-06-18 17:00:00,973.75,31.862000000000002,0.0,36.270250000000004,187.7745,7.5425,11.4015,24.1,12.1,22.8,0.0,0.0,0.0,0.0,974.4,164.0
2023-06-18T18,2023-06-18 18:00:00,973.65,32.58975,0.0,37.287,209.88625,6.31475,11.22625,24.9,7.4,24.2,0.0,0.0,0.0,0.0,974.4,180.0
2023-06-18T19,2023-06-18 19:00:00,973.5999999999999,32.825,0.0,37.4185,197.95274999999998,7.367,11.4015,25.6,5.2,25.2,0.0,0.0,0.0,0.0,974.3,193.0
2023-06-18T20,2023-06-18 20:00:00,973.45,34.07025,0.0,33.3555,203.91975,7.54275,10.700000000000001,26.2,5.8,26.1,0.0,0.0,0.0,0.0,974.1,170.0
2023-06-18T21,2023-06-18 21:00:00,973.175,36.34625,0.0,27.50775,174.78825,6.6655,13.155750000000001,26.8,10.7,26.7,0.0,0.0,0.0,0.0,973.8,164.0
2023-06-18T22,2023-06-18 22:00:00,972.775,37.768,0.0,23.30175,156.18625,5.087000000000001,12.80475,27.5,9.2,27.0,0.0,0.0,0.0,0.0,973.4,169.0
2023-06-18T23,2023-06-18 23:00:00,972.5999999999999,38.8855,0.0,22.60775,118.28025,2.80675,11.577,27.7,11.8,27.2,0.0,0.0,0.0,0.0,973.4,162.0
2023-06-19T00,2023-06-19 00:00:00,972.5999999999999,37.59125,0.0,23.71275,88.798,2.6315,9.29675,27.0,14.5,27.3,0.0,0.0,0.0,0.0,973.3,118.0
2023-06-19T01,2023-06-19 01:00:00,972.55,36.0805,0.0,25.733,80.37475,2.807,9.823,25.7,14.6,26.5,0.0,0.0,0.0,0.0,973.3,112.0
2023-06-19T02,2023-06-19 02:00:00,972.725,33.38725,0.0,29.75825,70.196,2.807,7.367,23.7,13.1,24.8,0.0,0.0,0.0,0.0,973.6,105.0
2023-06-19T03,2023-06-19 03:00:00,973.05,27.941499999999998,0.0,38.36575,60.71975,2.6315,5.2620000000000005,21.6,11.5,22.5,0.0,0.0,0.0,0.0,974.0,96.0
2023-06-19T04,2023-06-19 04:00:00,973.65,25.32025,0.0,44.30525,59.667,2.2805,5.4375,20.7,14.2,21.1,0.0,0.0,0.0,0.0,974.3,99.0
2023-06-19T05,2023-06-19 05:00:00,973.9000000000001,25.557,0.0,46.14775,78.26875,2.6315,7.5425,20.0,14.7,20.4,0.0,0.0,0.0,0.0,974.5,108.0
2023-06-19T06,2023-06-19 06:00:00,974.025,25.5195,0.0,45.391999999999996,86.34125,1.9295,7.19175,19.6,13.7,19.8,0.0,0.0,0.0,0.0,974.4,108.0
2023-06-19T07,2023-06-19 07:00:00,974.025,25.073999999999998,0.0,45.64225,87.745,1.9295,8.068750000000001,20.4,14.7,19.7,0.0,0.0,0.0,0.0,974.4,112.0
2023-06-19T08,2023-06-19 08:00:00,973.95,25.06225,0.0,45.003,88.447,2.105,7.367,20.8,16.0,20.8,0.0,0.0,0.0,0.0,974.3,122.0
2023-06-19T09,2023-06-19 09:00:00,973.875,25.223,0.0,47.16575,121.78999999999999,2.2805,11.4015,20.5,18.1,20.6,0.0,0.0,0.0,0.0,974.3,138.0
2023-06-19T10,2023-06-19 10:00:00,974.05,25.075499999999998,0.0,49.362,139.339,3.508,12.278500000000001,19.9,16.8,20.1,0.0,0.0,0.0,0.0,974.6,140.0
2023-06-19T11,2023-06-19 11:00:00,974.775,24.976,0.0,50.94825,144.25300000000001,4.91125,14.38325,20.3,20.7,20.4,0.0,0.0,0.0,0.0,975.4,155.0
2023-06-19T12,2023-06-19 12:00:00,975.35,24.94625,0.0,52.3575,144.604,5.788500000000001,13.85725,20.3,24.0,20.2,0.0,0.0,0.0,0.0,975.9,158.0
2023-06-19T13,2023-06-19 13:00:00,975.775,25.252,0.0,52.53,144.604,5.788500000000001,15.2605,20.3,23.7,20.3,0.0,0.0,0.0,0.0,976.4,157.0
2023-06-19T14,2023-06-19 14:00:00,976.075,25.35325,0.0,52.9495,140.041,3.68375,11.928,20.1,19.8,20.3,0.0,0.0,0.0,0.0,976.6,151.0
2023-06-19T15,2023-06-19 15:00:00,976.25,27.129,0.0,51.81875,118.9825,1.22775,7.5425,21.6,15.0,20.8,0.0,0.0,0.0,0.0,976.6,139.0
2023-06-19T16,2023-06-19 16:00:00,976.075,29.5535,0.0,48.25,126.00225,1.5785,8.7705,22.9,14.5,22.6,0.0,0.0,0.0,0.0,976.7,138.0
2023-06-19T17,2023-06-19 17:00:00,976.3,29.81425,0.0,46.9865,129.863,1.9295,8.244250000000001,24.1,18.3,23.2,0.0,0.0,0.0,0.0,976.9,142.0
2023-06-19T18,2023-06-19 18:00:00,976.35,32.837,0.0,41.86,140.74325,4.385,15.436,25.0,23.0,25.5,0.0,0.0,0.0,0.0,976.9,152.0
2023-06-19T19,2023-06-19 19:00:00,976.45,33.78125,0.0,39.62875,146.359,6.66575,20.172,26.9,21.8,26.2,0.0,0.0,0.0,0.0,977.1,154.0
2023-06-19T20,2023-06-19 20:00:00,976.25,36.3635,0.0,32.016999999999996,155.13325,10.17375,23.329250000000002,27.1,23.9,26.8,0.0,0.0,0.0,0.0,976.7,160.0
2023-06-19T21,2023-06-19 21:00:00,976.075,36.6815,0.0,31.84725,147.06075,6.841,21.57525,27.7,22.7,26.9,0.0,0.0,0.0,0.0,976.8,157.0
2023-06-19T22,2023-06-19 22:00:00,976.025,36.242000000000004,0.0,33.438,137.58425,3.8587499999999997,14.383750000000001,27.4,18.9,27.7,0.0,0.0,0.0,0.0,976.7,151.0
2023-06-19T23,2023-06-19 23:00:00,976.25,34.909499999999994,0.0,34.45825,135.82925,2.2805,11.92775,28.8,17.8,27.8,0.0,0.0,0.0,0.0,977.1,145.0
2023-06-20T00,2023-06-20 00:00:00,976.35,35.5715,0.0,33.62675,132.3195,3.15725,12.103,27.7,15.0,28.0,0.0,0.0,0.0,0.0,976.9,143.0
2023-06-20T01,2023-06-20 01:00:00,976.3,35.38675,0.0,33.1275,143.551,4.38525,15.085249999999998,26.6,13.9,27.0,0.0,0.0,0.0,0.0,976.8,144.0
2023-06-20T02,2023-06-20 02:00:00,976.15,34.522,0.0,35.00325,115.4725,1.5785,9.99825,26.4,13.0,26.7,0.0,0.0,0.0,0.0,977.1,138.0
2023-06-20T03,2023-06-20 03:00:00,976.5,32.0535,0.0,39.48375,87.043,1.5785,7.19175,25.3,10.4,25.7,0.0,0.0,0.0,0.0,977.5,129.0
2023-06-20T04,2023-06-20 04:00:00,976.8,31.1325,0.0,42.172,104.59225,1.9295,9.12125,25.5,12.2,25.3,0.0,0.0,0.0,0.0,977.8,133.0
2023-06-20T05,2023-06-20 05:00:00,977.125,30.9155,0.0,42.39125,117.22725,2.105,11.226,24.4,15.8,25.1,0.0,0.0,0.0,0.0,977.8,139.0
2023-06-20T06,2023-06-20 06:00:00,976.95,29.471,0.0,45.9885,104.5925,0.52625,4.91175,22.5,6.9,23.4,0.0,0.0,0.0,0.0,977.5,55.0
2023-06-20T07,2023-06-20 07:00:00,976.45,28.1045,0.0,50.15575,288.50575,0.5265,3.85925,22.4,10.6,22.4,0.0,0.0,0.0,0.0,976.7,74.0
2023-06-20T08,2023-06-20 08:00:00,976.025,27.341250000000002,0.0,51.662,107.049,0.87725,5.43775,21.1,10.5,21.7,0.0,0.0,0.0,0.0,976.8,73.0
2023-06-20T09,2023-06-20 09:00:00,976.5,25.654,0.0,54.2575,283.592,0.0,1.5785,18.8,7.3,19.8,0.0,0.0,0.0,0.0,977.4,31.0
2023-06-20T10,2023-06-20 10:00:00,977.15,24.451,0.0,57.34525,69.84525,0.1755,3.6835,19.5,10.6,19.0,0.0,0.0,0.0,0.0,978.4,37.0
2023-06-20T11,2023-06-20 11:00:00,976.4,24.69825,0.0,59.1445,89.149,1.0525,5.964,19.4,14.0,19.2,0.0,0.4,0.2,0.0,978.2,56.0
2023-06-20T12,2023-06-20 12:00:00,976.05,25.1815,0.0,60.72525,126.70375,1.754,8.595,19.6,17.9,19.2,0.0,0.5,0.6,0.0,975.6,80.0
2023-06-20T13,2023-06-20 13:00:00,975.525,26.91175,44.24375,75.47699999999999,22.9885,8.41975,10.524,21.4,15.8,20.5,0.0,0.0,0.0,0.0,977.2,111.0
2023-06-20T14,2023-06-20 14:00:00,976.85,29.49575,54.759750000000004,,0.702,5.26225,,22.7,6.3,22.6,0.0,0.0,0.2,0.0,978.5,150.0
2023-06-20T15,2023-06-20 15:00:00,978.2,29.422,54.803,,11.40175,17.3655,,22.2,17.0,22.5,0.0,0.0,0.0,0.0,979.4,314.0
2023-06-20T16,2023-06-20 16:00:00,977.425,32.0815,52.005250000000004,14.741,4.9115,14.3835,,26.0,18.7,24.3,0.0,0.0,0.0,0.0,977.5,35.0
2023-06-20T17,2023-06-20 17:00:00,977.175,36.87,42.06825,63.64466666666667,2.2805,10.5245,,27.6,12.1,26.9,0.0,0.0,0.0,0.0,979.0,73.0
2023-06-20T18,2023-06-20 18:00:00,977.525,37.2345,40.20975,74.87566666666667,1.9295,7.366999999999999,,29.1,13.8,28.2,0.0,0.0,0.0,0.0,978.5,78.0
2023-06-20T19,2023-06-20 19:00:00,977.325,38.40075,38.845,,5.087,9.823,,26.3,12.6,28.5,0.0,0.0,0.0,0.0,978.3,168.0
2023-06-20T20,2023-06-20 20:00:00,977.2,33.14325,49.20325,,14.55875,20.87375,,26.2,21.4,25.7,0.0,0.0,0.0,0.0,978.4,310.0
2023-06-20T21,2023-06-20 21:00:00,977.35,32.70325,53.4595,,22.6275,31.398,,28.7,21.7,27.9,0.0,0.0,0.0,0.0,978.3,340.0
2023-06-20T22,2023-06-20 22:00:00,977.2,36.155249999999995,45.5355,,10.1735,20.523,,27.3,16.9,27.7,0.0,0.0,0.0,0.0,978.2,7.0
2023-06-20T23,2023-06-20 23:00:00,977.475,36.39725,43.1765,,7.718,19.64575,,25.0,17.8,25.3,0.0,0.0,0.0,0.0,978.7,2.0
2023-06-21T00,2023-06-21 00:00:00,977.875,32.528,47.97325,,5.26225,14.559000000000001,,23.1,16.6,23.9,0.0,0.5,0.8,0.0,978.5,19.0
2023-06-21T01,2023-06-21 01:00:00,978.15,31.5125,50.82525,8.891666666666666,1.754,8.419500000000001,,23.1,15.5,23.1,0.0,0.2,0.2,0.0,979.2,43.0
2023-06-21T02,2023-06-21 02:00:00,978.5,30.73725,50.1105,8.424,1.754,7.718,,21.9,15.3,22.4,0.0,0.0,0.0,0.0,980.4,49.0
2023-06-21T03,2023-06-21 03:00:00,979.35,28.88775,52.77625,9.8275,2.456,7.89325,,21.2,13.4,21.6,0.0,0.0,0.0,0.0,980.4,22.0
2023-06-21T04,2023-06-21 04:00:00,979.925,27.967750000000002,54.908,12.635,1.754,11.4015,,21.2,16.4,21.2,0.0,0.0,0.0,0.0,980.7,62.0
2023-06-21T05,2023-06-21 05:00:00,979.975,27.80275,55.4965,2.808,1.403,7.718,,21.2,16.6,21.3,0.0,0.0,0.0,0.0,981.4,46.0
2023-06-21T06,2023-06-21 06:00:00,981.425,27.41875,57.79975,,12.454,27.18825,,19.2,22.5,21.1,0.0,9.7,8.2,0.0,982.1,341.0
2023-06-21T07,2023-06-21 07:00:00,980.825,25.58025,60.43775,28.078,1.5787499999999999,7.718,,18.9,12.1,19.0,0.0,0.0,0.0,0.0,981.2,65.0
2023-06-21T08,2023-06-21 08:00:00,980.75,25.516,60.96425,42.118,0.877,4.91125,,19.5,13.9,18.9,0.0,0.0,0.4,0.0,980.5,71.0
2023-06-21T09,2023-06-21 09:00:00,980.0,25.49175,61.269999999999996,62.1235,2.2805,8.4195,,20.0,14.6,19.8,0.0,0.0,0.0,0.0,0.0,89.0
2023-06-21T10,2023-06-21 10:00:00,980.5,26.361250000000002,60.599000000000004,74.408,5.262250000000001,15.2605,,19.7,16.4,20.3,0.0,0.3,0.2,0.0,981.7,8.0
2023-06-21T11,2023-06-21 11:00:00,980.925,25.75925,61.268,12.635,1.4032499999999999,5.964,,20.1,9.9,19.9,0.0,0.0,0.0,0.0,981.7,48.0
2023-06-21T12,2023-06-21 12:00:00,981.375,26.06625,62.178,,7.367,18.59325,,19.7,16.1,20.4,0.0,0.0,0.0,0.0,982.3,347.0
2023-06-21T13,2023-06-21 13:00:00,981.9,26.717750000000002,59.86525,,7.01625,14.55875,,20.9,11.6,20.4,0.0,0.0,0.0,0.0,982.6,352.0
2023-06-21T14,2023-06-21 14:00:00,982.125,27.0945,60.06225,,17.3655,25.434,,20.3,22.6,20.5,0.0,0.0,0.0,0.0,983.0,325.0
2023-06-21T15,2023-06-21 15:00:00,982.65,26.37325,62.47325,,17.3655,23.153750000000002,,,,,,,,,,
2023-06-21T16,2023-06-21 16:00:00,983.425,26.29325,62.63125,,15.787,21.2245,,,,,,,,,,
2023-06-21T17,2023-06-21 17:00:00,983.975,27.512,58.6545,,20.522750000000002,24.908,,,,,,,,,,
2023-06-21T18,2023-06-21 18:00:00,984.575,27.843,56.85725,,23.68,29.11775,,,,,,,,,,
2023-06-21T19,2023-06-21 19:00:00,985.125,27.5675,53.07175,,25.083000000000002,31.748749999999998,,22.2,30.3,21.9,0.0,0.0,0.0,68.0,986.2,314.0
2023-06-21T20,2023-06-21 20:00:00,985.475,27.9585,49.16875,,24.908250000000002,31.398,,22.4,28.2,22.4,0.0,0.0,0.0,71.0,986.7,320.0
2023-06-21T21,2023-06-21 21:00:00,986.075,28.45575,49.41925,,22.803250000000002,27.363500000000002,,22.9,23.9,22.7,1017.1,0.0,0.0,71.0,987.1,319.0
2023-06-21T22,2023-06-21 22:00:00,986.05,29.1695,46.98375,,18.067,22.4525,,23.9,22.6,23.3,1017.0,0.0,0.2,57.0,987.0,326.0
2023-06-21T23,2023-06-21 23:00:00,986.15,30.43875,38.70325,,13.857,19.6455,,23.6,18.6,23.8,1017.2,0.0,0.0,56.0,987.1,327.0
2023-06-22T00,2023-06-22 00:00:00,986.225,30.32175,38.457,,11.927499999999998,17.716250000000002,,23.7,15.3,23.7,1017.1,0.0,0.0,56.0,987.1,325.0
2023-06-22T01,2023-06-22 01:00:00,986.2,30.64375,38.31825,,10.1735,13.85725,,23.4,9.0,23.6,1017.0,0.0,0.0,55.0,987.0,329.0
2023-06-22T02,2023-06-22 02:00:00,986.025,29.858999999999998,40.8395,,6.3145,10.348749999999999,,23.3,3.5,23.4,1017.1,0.0,0.0,58.0,987.1,327.0
2023-06-22T03,2023-06-22 03:00:00,986.4,28.7185,46.81525,,6.4902500000000005,8.94575,,22.3,5.9,22.7,0.0,0.0,0.0,75.0,987.6,256.0
2023-06-22T04,2023-06-22 04:00:00,986.675,28.38475,49.13075,,5.4375,8.06875,,22.6,3.2,22.3,0.0,0.0,0.0,70.0,987.7,234.0
2023-06-22T05,2023-06-22 05:00:00,986.65,28.0905,48.41725,40.714,3.8587499999999997,7.718,,22.7,3.4,22.4,0.0,0.0,0.0,64.0,987.7,269.0
2023-06-22T06,2023-06-22 06:00:00,986.95,28.554000000000002,46.41475,,9.6475,12.98025,,21.4,15.5,22.5,0.0,0.0,0.0,56.0,987.6,302.0
2023-06-22T07,2023-06-22 07:00:00,986.775,27.116,42.765,,5.086749999999999,11.75225,,18.8,8.6,19.8,1017.5,0.0,0.0,68.0,987.4,14.0
2023-06-22T08,2023-06-22 08:00:00,986.725,25.268749999999997,44.90925,5.616,2.105,5.6129999999999995,,18.5,8.7,18.6,1017.5,0.0,0.0,67.0,987.4,2.0
2023-06-22T09,2023-06-22 09:00:00,986.75,24.5775,45.344,18.953,0.5265,4.3855,,18.2,4.9,18.3,1017.8,0.0,0.0,64.0,987.6,18.0
2023-06-22T10,2023-06-22 10:00:00,986.95,23.8265,46.43275,9.827333333333334,1.228,4.91125,,17.4,8.8,17.8,1018.8,0.0,0.0,69.0,988.7,11.0
2023-06-22T11,2023-06-22 11:00:00,988.15,23.01725,48.127,,7.8935,17.54075,,15.9,15.0,16.7,1019.4,0.4,0.4,81.0,989.2,347.0
2023-06-22T12,2023-06-22 12:00:00,988.525,21.335,50.8085,22.463,5.43775,12.80475,,14.2,10.5,14.8,1019.4,0.6,0.6,89.0,989.1,22.0
2023-06-22T13,2023-06-22 13:00:00,988.525,20.296,55.5125,27.610333333333333,1.4032499999999999,5.087,,14.2,5.0,14.3,1019.3,0.6,0.6,93.0,989.1,23.0
2023-06-22T14,2023-06-22 14:00:00,987.925,20.58575,57.45625,58.263000000000005,0.1755,1.5787499999999999,,14.6,6.6,14.5,1018.6,0.4,0.4,89.0,988.3,61.0
2023-06-22T15,2023-06-22 15:00:00,988.075,20.981,57.603750000000005,75.8115,0.5265,3.1575,,15.9,5.0,14.9,1019.2,0.0,0.2,85.0,988.9,80.0
2023-06-22T16,2023-06-22 16:00:00,988.05,24.32225,53.99525,53.81700000000001,0.87725,4.385,,17.3,7.7,16.6,1019.3,0.0,0.0,71.0,989.1,87.0
2023-06-22T17,2023-06-22 17:00:00,988.2,26.58175,44.228750000000005,60.836333333333336,1.0525,6.1392500000000005,,18.3,6.0,17.6,1019.1,0.0,0.0,64.0,989.0,96.0
2023-06-22T18,2023-06-22 18:00:00,987.95,28.289749999999998,39.30525,78.6195,2.10475,7.542249999999999,,19.4,5.0,18.9,1019.1,0.0,0.0,61.0,988.9,138.0
2023-06-22T19,2023-06-22 19:00:00,987.8,27.9075,36.86075,,9.472,12.6295,,19.0,12.3,19.0,1018.9,0.0,0.0,64.0,988.6,245.0
2023-06-22T20,2023-06-22 20:00:00,987.525,25.95025,40.4965,,14.3835,18.417749999999998,,19.2,15.7,19.1,1018.8,0.0,0.0,65.0,988.6,262.0
2023-06-22T21,2023-06-22 21:00:00,987.55,26.282,40.32375,,13.857,18.2425,,19.8,13.9,19.5,1018.6,0.0,0.0,62.0,988.4,251.0
2023-06-22T22,2023-06-22 22:00:00,987.3,27.50125,39.330749999999995,,9.29675,12.80475,,20.7,11.3,20.3,1018.3,0.0,0.0,63.0,988.1,253.0
2023-06-22T23,2023-06-22 23:00:00,986.875,28.846,36.157,,7.19175,11.226,,21.7,5.4,21.3,1017.7,0.0,0.0,48.0,987.5,236.0
2023-06-23T00,2023-06-23 00:00:00,986.5,29.32475,33.1985,,5.964,9.2965,,21.9,3.4,21.8,1017.7,0.0,0.0,49.0,987.4,249.0
2023-06-23T01,2023-06-23 01:00:00,986.375,31.26925,30.038,,2.982,5.6129999999999995,,21.5,0.5,21.6,1017.4,0.0,0.0,45.0,987.2,191.0
2023-06-23T02,2023-06-23 02:00:00,986.275,33.07025,28.05825,,1.9295,4.0345,,19.8,1.1,20.9,1017.7,0.0,0.0,53.0,987.4,135.0
2023-06-23T03,2023-06-23 03:00:00,986.575,28.14875,34.304249999999996,,1.9297499999999999,5.4375,,18.2,5.3,19.1,1017.9,0.0,0.0,56.0,987.6,136.0
2023-06-23T04,2023-06-23 04:00:00,986.95,22.805,42.25875,,2.63125,6.6655,,17.9,9.9,18.1,1017.8,0.0,0.0,60.0,987.6,143.0
2023-06-23T05,2023-06-23 05:00:00,986.9000000000001,21.82475,41.7905,,3.6835,8.41975,,18.8,10.7,18.1,1017.6,0.0,0.0,64.0,987.4,150.0
2023-06-23T06,2023-06-23 06:00:00,986.9000000000001,21.81425,41.432249999999996,,4.736,9.822750000000001,,20.6,17.4,20.2,1017.6,0.0,0.0,51.0,987.5,181.0
2023-06-23T07,2023-06-23 07:00:00,986.9250000000001,21.955,43.470749999999995,,4.21,9.472,,20.8,18.4,20.7,1017.7,0.0,0.0,51.0,987.5,199.0
2023-06-23T08,2023-06-23 08:00:00,986.875,23.874,44.505250000000004,,10.52425,16.488500000000002,,20.7,20.9,20.8,1017.7,0.0,0.0,61.0,987.5,210.0
2023-06-23T09,2023-06-23 09:00:00,986.85,26.153,42.47675,,18.7685,23.154,,20.5,26.0,20.6,1017.7,0.0,0.0,66.0,987.5,228.0
2023-06-23T10,2023-06-23 10:00:00,986.85,26.20175,44.291250000000005,,19.9965,24.908,,20.6,27.7,20.6,1017.7,0.0,0.0,69.0,987.5,241.0
2023-06-23T11,2023-06-23 11:00:00,986.95,26.1535,47.0325,,19.47025,24.031,,20.2,23.9,20.4,1017.6,0.0,0.0,71.0,987.5,254.0
2023-06-23T12,2023-06-23 12:00:00,987.05,25.8105,49.239000000000004,,15.78675,20.17175,,20.7,21.1,20.3,1017.7,0.0,0.0,69.0,987.7,252.0
2023-06-23T13,2023-06-23 13:00:00,987.0,26.5065,48.408500000000004,,13.331,17.19,,20.6,21.7,20.7,1017.7,0.0,0.0,68.0,987.6,273.0
2023-06-23T14,2023-06-23 14:00:00,986.975,27.03075,45.70825,,11.928,15.436,,20.6,16.3,20.6,1017.9,0.0,0.0,69.0,987.7,282.0
2023-06-23T15,2023-06-23 15:00:00,987.0,27.56175,44.9645,,9.998000000000001,13.1555,,20.7,12.5,20.8,1018.0,0.0,0.0,65.0,987.8,289.0
2023-06-23T16,2023-06-23 16:00:00,986.975,28.64125,43.741,,7.01625,9.823,,21.2,5.1,21.0,1018.0,0.0,0.0,66.0,987.8,272.0
2023-06-23T17,2023-06-23 17:00:00,986.8,28.6895,42.7615,,6.6655,8.946,,21.1,4.1,21.1,1017.8,0.0,0.0,68.0,987.6,266.0
2023-06-23T18,2023-06-23 18:00:00,986.45,28.64525,42.6065,,7.016,9.472000000000001,,21.3,3.4,21.2,1017.4,0.0,0.0,63.0,987.3,241.0
2023-06-23T19,2023-06-23 19:00:00,986.0999999999999,28.91675,42.78,,6.1392500000000005,8.069,,21.6,3.5,21.6,1017.1,0.0,0.0,63.0,987.0,243.0
2023-06-23T20,2023-06-23 20:00:00,986.05,29.2875,41.78325,,4.7357499999999995,7.1915,,22.0,1.8,21.9,1017.0,0.0,0.0,64.0,987.0,255.0
2023-06-23T21,2023-06-23 21:00:00,985.975,29.6525,40.0555,,5.4375,7.1915,,22.3,6.3,22.0,1017.0,0.0,0.0,64.0,987.0,252.0
2023-06-23T22,2023-06-23 22:00:00,985.975,29.67675,38.99375,,6.6655,8.41975,,22.8,9.8,22.5,1016.6,0.0,0.0,58.0,986.6,243.0
2023-06-23T23,2023-06-23 23:00:00,985.45,29.847,38.518,,6.31475,8.41975,,22.8,10.3,22.7,1016.3,0.0,0.0,57.0,986.2,244.0
2023-06-24T00,2023-06-24 00:00:00,985.125,30.0985,37.684,,5.788500000000001,8.06875,,23.6,6.5,23.2,1015.8,0.0,0.0,52.0,985.9,260.0
2023-06-24T01,2023-06-24 01:00:00,984.825,31.13725,34.7495,,5.0865,7.19175,,23.2,3.1,23.3,1015.8,0.0,0.0,54.0,985.8,285.0
2023-06-24T02,2023-06-24 02:00:00,984.75,32.0275,33.726,,3.33275,6.1392500000000005,,22.1,0.9,22.8,1015.8,0.0,0.0,58.0,985.8,327.0
2023-06-24T03,2023-06-24 03:00:00,984.925,30.314999999999998,34.77075,11.699333333333334,1.22775,3.333,,17.7,0.0,20.1,1016.3,0.0,0.0,71.0,986.1,12.0
2023-06-24T04,2023-06-24 04:00:00,985.575,23.845,46.26625,52.99825,1.9295,3.50825,,16.2,0.0,17.2,1016.7,0.0,0.0,76.0,986.5,62.0
2023-06-24T05,2023-06-24 05:00:00,985.75,21.99825,49.638000000000005,52.64725,2.80675,4.5605,,14.9,1.4,16.6,1016.6,0.0,0.0,81.0,986.3,40.0
2023-06-24T06,2023-06-24 06:00:00,985.475,19.3545,54.683,56.50775,2.456,4.560499999999999,,15.0,7.0,14.9,1016.1,0.0,0.0,83.0,985.9,30.0
2023-06-24T07,2023-06-24 07:00:00,985.15,18.218249999999998,55.50775,62.82525,1.4032499999999999,2.63125,,15.1,6.5,14.4,1015.9,0.0,0.0,82.0,985.7,42.0
2023-06-24T08,2023-06-24 08:00:00,985.125,18.44125,54.812,66.33500000000001,2.28025,3.859,,13.6,7.5,14.2,1015.5,0.0,0.0,85.0,985.3,43.0
2023-06-24T09,2023-06-24 09:00:00,984.65,16.782,56.210499999999996,64.58025,0.351,1.7542499999999999,,13.2,7.5,13.3,1015.6,0.0,0.0,86.0,985.4,57.0
2023-06-24T10,2023-06-24 10:00:00,984.775,16.5965,57.210499999999996,66.45233333333333,0.0,0.7015,,12.8,7.9,13.0,1015.7,0.0,0.0,90.0,985.5,50.0
2023-06-24T11,2023-06-24 11:00:00,984.975,16.80325,58.594750000000005,,0.0,0.1755,,13.8,8.5,12.8,1015.7,0.0,0.0,93.0,985.5,43.0
2023-06-24T12,2023-06-24 12:00:00,985.1,17.971,59.31725,57.561,0.0,1.22775,,16.4,8.4,15.1,1015.9,0.0,0.0,84.0,985.8,59.0
2023-06-24T13,2023-06-24 13:00:00,984.925,23.83575,57.77575,14.741,0.5265,4.736000000000001,,19.5,11.2,17.9,1015.5,0.0,0.0,73.0,985.5,67.0
2023-06-24T14,2023-06-24 14:00:00,984.3,28.688,47.066,,0.87725,5.7885,,22.4,13.4,21.0,1014.9,0.0,0.0,60.0,984.9,62.0
